"","address","lat","lon","para","name","addr","LATITUDE","LONGITUDE","matched","Errors"
"529","Independence Ave & L'Enfant Plaza SW/DOE",38.88769,-77.02568,"0x89b7b79c4fa0742d:0xfb4f93c94abdb70d","Independence St Ave & Lenfant Plaza","Washington, DC 20004",38.887332,-77.026141,TRUE,56.3622562589327
"530","Inlet Ct & Wiehle Dr",38.9659548,-77.3326482,"0x89b637d34b76cf7d:0x12077c666ac1a7e7","Inlet Ct & Wiehle Ave","Reston, VA 20190",38.9659548,-77.3326482,FALSE,0
"531","Iwo Jima Memorial / Meade & 14th St N",38.890247,-77.071642,"0x89b7b6589add6a19:0xb54f3f689adb7e87","14th St N WB at N Meade St FS","Arlington, VA 22209",38.88992,-77.071301,TRUE,46.8308492164743
"532","Iwo Jima Memorial/N Meade & 14th St N",38.890247,-77.071642,"0x89b7b6589add6a19:0xb54f3f689adb7e87","14th St N WB at N Meade St FS","Arlington, VA 22209",38.890247,-77.071642,FALSE,0
"533","Jefferson Dr & 14th St SW",38.8886121,-77.0319526,"0x89b7b79f12cfd5fb:0x5883e1d7d4ed528b","Jefferson Dr SW & 14th St SW","Washington, DC 20004",38.888553,-77.032427,TRUE,41.5821767495813
"534","Jefferson Memorial",38.8814158,-77.0364657,"0x89b7b70b9e9c68bb:0x44137d74ec09872","Thomas Jefferson Memorial","16 E Basin Dr SW, Washington, DC 20242",38.879819,-77.037413,TRUE,195.575869873015
"535","John McCormack Dr & Michigan Ave NE",38.9335106,-76.9953337,"0x89b7c7ee3749bac1:0x86598cfe96b5c025","John McCormack Rd NE & Michigan Ave NE","Washington, DC 20017",38.9335106,-76.9953337,FALSE,0
"536","John McCormack Rd & Michigan Ave NE",38.9335106,-76.9953337,"0x89b7c7ee3749bac1:0x86598cfe96b5c025","John McCormack Rd NE & Michigan Ave NE","Washington, DC 20017",38.9346,-76.9955,TRUE,121.986779450965
"537","John McCormack Rd NE",38.9403392,-76.9978012,"0x89b7c7e8888abc07:0x1cd30f3f2a4d4ac1","John McCormack Rd NE","Washington, DC",38.938889,-76.997226,TRUE,168.754297390057
"538","Joliet St & MLK Ave SW/Bald Eagle Rec Ctr",38.8189374,-77.0101801,"0x89b7ba757e9d2361:0xbefffee5ec2d0dad","Bald Eagle Recreation Center","100 Joliet St, Washington, DC 20032",38.81909,-77.01033,TRUE,21.367670936064
"539","Jones Branch & Westbranch Dr",38.9314181,-77.220662,"0x89b64a942d8ea3c5:0x9805778414292e11","Westbranch Dr & Jones Branch Dr","Tysons, VA 22102",38.931911,-77.219261,TRUE,133.00162712135
"540","Jones Branch Dr & Blyton St",38.9270399,-77.2171384,"0x89b64abffb649b91:0x9c55d7e761ff5648","Jones Branch Dr & Blyton St","Tysons, VA 22102",38.926973,-77.217376,TRUE,21.8580826851859
"541","Jones Branch Drive & Scotts Crossing Rd",38.9292671,-77.2166747,"0x89b64abe3257cd25:0x334299d41517a9d0","Scotts Crossing Rd & Jones Branch Dr","Tysons, VA 22102",38.928502,-77.215624,TRUE,124.492013879841
"542","Joyce St & 16th St S",38.8585079,-77.0633121,"0x89b7b6da0ddb8e4f:0x27df84c70df4b40","S Joyce St & 16th St S","Arlington, VA 22202",38.859254,-77.063275,TRUE,83.0247041144993
"543","Kansas Ave & Longfellow St NW",38.9576699,-77.0142764,"0x89b7c879a76cfa51:0x4d8b5ac17a502b5a","Longfellow St NW & Kansas Ave NW","Washington, DC 20011",38.958098,-77.013821,TRUE,61.7780234577364
"544","Kansas Ave & Sherman Cr NW",38.9468712,-77.0222428,"0x89b7c86d5e994fe1:0x9f135dd7e2ec30ef","Kansas Ave NW & Sherman Cir NW","Washington, DC 20011",38.947962,-77.02155,TRUE,135.281651747586
"545","Kansas Ave & Tuckerman St NW / Lamond Rec",38.9677477,-77.0082652,"0x89b7c62a5a71eb65:0xad66741e56474eec","Lamond Recreation Center","20 Tuckerman St NE, Washington, DC 20011",38.9677477,-77.0082652,FALSE,0
"546","Kenilworth Terr & Hayes St. NE",38.9007593,-76.9474532,"0x89b7b893f0a3e9cf:0x8bf178630dc2fc0e","Hayes St NE & Kenilworth Terrace NE","Washington, DC 20019",38.900468,-76.947287,TRUE,35.4405416742062
"547","Kenilworth Terrace & Hayes St. NE",38.9007593,-76.9474532,"0x89b7b893f0a3e9cf:0x8bf178630dc2fc0e","Hayes St NE & Kenilworth Terrace NE","Washington, DC 20019",38.9007593,-76.9474532,FALSE,0
"548","Kenmore Ave & Seminary Rd",38.8283877,-77.1112004,"0x89b7b3dc8a41a861:0x85755e9793c743ca","Kenmore Ave & Seminary Rd","Alexandria, VA 22304",38.828887,-77.110588,TRUE,76.7889954146227
"549","Kenmore St & 24th St S",38.8484651,-77.0848044,"0x89b7b14b6420f1ff:0xe603dfe472f85348","24th St S & S Kenmore St","Arlington, VA 22206",38.8484651,-77.0848044,FALSE,0
"550","Kennebec St & 11th St N",38.8812016,-77.1351326,"0x89b7b44363c722a1:0xed500e10c72b1d44","N Kennebec St & 11th St N","Arlington, VA 22205",38.880992,-77.135271,TRUE,26.2051159076179
"551","Kennedy Center",38.8958482,-77.0556827,"0x89b7b7ad23ab0839:0xb70ae9e47907589d","John F. Kennedy Center for the Performing Arts","2700 F St NW, Washington, DC 20566",38.897293,-77.05557,TRUE,160.950209488408
"552","Kenwood Ave & Osage St",38.8282138,-77.0847283,"0x89b7b16a227a1673:0xb986ce22882ab571","Osage St & Kenwood Ave","Alexandria, VA 22302",38.8282138,-77.0847283,FALSE,0
"553","Key Blvd & N Quinn St",38.8960539,-77.0784459,"0x89b7b65de43b29a9:0x7a5330fc6f8df38f","Key Blvd & N Quinn St","Arlington, VA 22209",38.8960539,-77.0784459,FALSE,0
"554","Key West Ave & Diamondback Dr",39.1050269,-77.201371,"0x89b632a9442ef8e3:0x578affb41aea0210","Diamondback Dr & Key W Ave","Maryland 20850",39.1050269,-77.201371,FALSE,0
"555","Key West Ave & Great Seneca Hwy",39.1033025,-77.2060716,"0x89b632af600ed579:0x37a097224a4ea2ee","Great Seneca Hwy & Key W Ave","Maryland 20850",39.1033025,-77.2060716,FALSE,0
"556","Key West Ave & Siesta Key Way",39.1050933,-77.1947123,"0x89b632ab345e4857:0x5ed5649f79074059","Key W Ave & Siesta Ky Way","Maryland 20850",39.1050933,-77.1947123,FALSE,0
"557","King Farm Blvd & Piccard Dr",39.110602,-77.1824519,"0x89b7d2a62f9d20d1:0x6a704b61f978a656","Piccard Dr & King Farm Blvd","Rockville, MD 20850",39.110314,-77.182669,TRUE,37.0999634756913
"558","King Farm Blvd & Pleasant Dr",39.1142619,-77.1719883,"0x89b7d2a285ac0571:0xabfe3b3502f46ef9","Pleasant Dr & King Farm Blvd","Rockville, MD 20850",39.114688,-77.171487,TRUE,64.1513789607522
"559","King Greenleaf Rec Center",38.875,-77.0127778,"0x89b7b77cfd6761ef:0xc5959e4e1770719a","King Greenleaf Recreation Center","201 N St SW, Washington, DC 20024",38.876211,-77.012443,TRUE,137.740713985566
"560","King St & Kenwood Ave",38.8253053,-77.0851239,"0x89b7b16be23efe4d:0xaa71fdbf21cff747","King St & Kenwood Ave","Alexandria, VA 22302",38.824793,-77.085066,TRUE,57.185552326078
"561","King St & N Pitt St",38.8047829,-77.0447652,"0x89b7b0f7f92acc89:0x21b082eaff6f9e6e","King St & N Pitt St","Alexandria, VA 22314",38.804801,-77.044676,TRUE,7.98714474127894
"562","King St & Patrick St",38.8054957,-77.0502886,"0x89b7b0f8ae978f91:0xa12782f432a4926d","King St & N Patrick St","Alexandria, VA 22314",38.805317,-77.049883,TRUE,40.3742346217942
"563","King St & Peyton St",38.8061866,-77.0556857,"0x89b7b0fff07c7b87:0x59a98d48cdf6873a","King St & S Peyton St","Alexandria, VA 22314",38.806002,-77.055911,TRUE,28.3278594066866
"564","King St & W Braddock Rd",38.8268527,-77.0873015,"0x89b7b1690f572967:0x9b5afc4477bfe364","King St & W Braddock Rd","Alexandria, VA 22302",38.827674,-77.088985,TRUE,172.068570848253
"565","King St Metro North / Cameron St",38.80735,-77.05961,"0x89b7b1008b46ebd7:0x276bc99e5fe7d0b2","Alexandria, VA (King St- Old Town Station. Bus will stop on Cameron Street north of Commonwealth, by the metro station entrance, across the street from the Hilton)","Alexandria, VA 22314",38.80704,-77.059817,TRUE,38.8577892730565
"566","King St Metro South",38.8071744,-77.0600935,"0x89b7b1aa40892405:0xaa46abc01e2c0755","King St-Old Town","1900 King St, Alexandria, VA 22301",38.805763,-77.060627,TRUE,163.607339385153
"567","Kingman Island/The Fields at RFK",38.8954241,-76.9680091,"0x89b7b8f5f0c196c1:0xe7c81ca5941a09cf","Kingman And Heritage Islands Park","575 Oklahoma Ave NE, Washington, DC 20019",38.895955,-76.967845,TRUE,60.7175778672773
"568","Kingsbridge Dr & Draper Dr",38.90816,-77.0452812,"0x89b7b7c8098f5213:0x979fc0500e6d073c","Dr. Timothy A. Price, MD","1330 New Hampshire Ave NW, Washington, DC 20036",38.868545,-77.282083,TRUE,20963.4263722486
"569","L'Enfant Plaza / 7th & C St SW",38.8838873,-77.025006,"0x89b7b7ec70a5ba3b:0xf1699ab7a08b24db","L'Enfant Plaza Station D St. between 6th & 7th St. Entrance","429 L'Enfant Plaza SW, Washington, DC 20024",38.886266,-77.022241,TRUE,356.701560324071
"570","Lake Newport Rd and Autumn Ridge Cir",38.9782294,-77.3532408,"0x89b637c19a9ed4fb:0x26693efe097477e6","Autumn Ridge Cir & Lake Newport Rd","Reston, VA 20194",38.978503,-77.353454,TRUE,35.5695347073723
"571","Lamont & Mt Pleasant NW",38.9311398,-77.0382487,"0x89b7c82146544e27:0xdde943a5f19b6017","Lamont St NW & Mt Pleasant St NW","Washington, DC 20010",38.9319,-77.0388,TRUE,97.053527860399
"572","Langston Blvd & N Adams St",38.895297,-77.0888759,"0x89b7b663128f152f:0x21ed43d2baf2affc","N Adams St & Langston Blvd.","Arlington, VA 22201",38.89593,-77.089006,TRUE,71.2812138751248
"573","Langston Blvd & N Cleveland St",38.894779,-77.0912534,"0x89b7b67cd3f3108d:0x12a7d0fd63d941d3","N Cleveland St & Langston Blvd.","Arlington, VA 22201",38.894941,-77.09169,TRUE,41.8589182730647
"574","Langston Blvd & N Kirkwood Rd",38.8957896,-77.0962056,"0x89b7b67c24ade73b:0x389345a375f266a3","N Kirkwood Rd & Langston Blvd.","Arlington, VA 22201",38.895377,-77.09713,TRUE,92.2214928225727
"575","Langston Blvd & N Kirkwood St",38.8957896,-77.0962056,"0x89b7b67c24ade73b:0x389345a375f266a3","N Kirkwood Rd & Langston Blvd.","Arlington, VA 22201",38.8957896,-77.0962056,FALSE,0
"576","Langston Blvd & N Monroe St",38.896002,-77.1047052,"0x89b7b5d5a80c20e3:0x1d956d0e70b8e3bd","N Monroe St & Langston Blvd.","Arlington, VA 22207",38.896456,-77.104562,TRUE,51.9813599753
"577","Langston Blvd & N Scott St",38.8973878,-77.0805695,"0x89b7b6676bdc62ef:0x7f3a8b8a6562b5c8","N Scott St & Langston Blvd.","Arlington, VA 22209",38.897612,-77.080851,TRUE,34.8562080119954
"578","Langston Blvd & N Woodstock St",38.898301,-77.118009,"0x89b7b5cc43783827:0x9bdfee06e25414e1","Capital Bikeshare: Langston Blvd & N Woodstock St","Arlington, VA 22207",38.898301,-77.118009,TRUE,0
"579","Largo Rd & Campus Way / Prince Georges's Comm Col",38.8895794,-76.8250424,"0x89b7bfe1e1594a45:0xd9ddeffedca31ec6","Prince George's Community College - Main Campus","301 Largo Rd, Largo, MD 20774",38.88994,-76.825535,TRUE,58.5271633061337
"580","Largo Town Center Metro",38.9001081,-76.844937,"0x89b7bff40d7960d5:0xbbbfd7a640c4a925","Largo Town Center Metro Station","Lake Arbor, MD 20774",38.899811,-76.844604,TRUE,43.8381375170648
"581","Layton Hall Dr & University Dr",38.8510764,-77.3045878,"0x89b64e9431d0cc31:0x4cc17428dfbe3a3f","Layton Hall Dr & University Dr","Fairfax, VA 22030",38.850932,-77.302732,TRUE,161.505677876266
"582","Lee Center",38.7970955,-77.0537556,"0x89b7b052f619fdf7:0x89414ab3a3beef3c","Nannie J Lee Memorial Recreation Center","1108 Jefferson St, Alexandria, VA 22314",38.797557,-77.053766,TRUE,51.3243727321865
"583","Lee Hwy & N Adams St",38.89542,-77.089187,"0x89b7b663148261eb:0xf027715fcea42956","Lee Hwy, WB @ N Adams Street, FS","Arlington, VA 22201",38.89542,-77.089187,FALSE,0
"584","Lee Hwy & N Cleveland St",38.894971,-77.091573,"0x89b7b67cd0efc6f3:0xb7419ce0a2b560b","Lee Hwy, WB @ N Cleveland Street, FS","Arlington, VA 22201",38.894971,-77.091573,FALSE,0
"585","Lee Hwy & N Kirkwood Rd",38.8957896,-77.0962056,"0x89b7b67c24ade73b:0x389345a375f266a3","N Kirkwood Rd & Lee Hwy","Arlington, VA 22201",38.8957896,-77.0962056,FALSE,0
"586","Lee Hwy & N Monroe St",38.896002,-77.1047052,"0x89b7b5d5a80c20e3:0x1d956d0e70b8e3bd","N Monroe St & Lee Hwy","Arlington, VA 22207",38.896002,-77.1047052,FALSE,0
"587","Lee Hwy & N Scott St",38.897591,-77.080399,"0x89b7b66764b241ef:0xd8a69a346a98fd76","Rt 29 Lee Hwy & Scott St","Arlington, VA 22209",38.897591,-77.080399,FALSE,0
"588","Lee Hwy & N Woodstock St",38.8953875,-77.1191581,"0x89b7b513afa8cc89:0xf5846b6af3cca41d","2011 N Woodstock St","N Woodstock St #2011, Arlington, VA 22207",38.8953875,-77.1191581,FALSE,0
"589","Library St & Freedom Dr",38.8986823,-77.024871,"0x89b7b768e667a957:0x6387ee682ea39874","Martin Luther King Jr. Memorial Library","901 G St NW, Washington, DC 20001",38.959633,-77.358741,TRUE,29664.6998508907
"590","Lincoln Memorial",38.8892686,-77.050176,"0x89b7b771e0906287:0x1049d1c9c95c2eb6","Lincoln Memorial","2 Lincoln Memorial Cir NW, Washington, DC 20002",38.888255,-77.049437,TRUE,129.591216408157
"591","Lincoln Park / 13th & East Capitol St NE",38.8897837,-76.989711,"0x89b7b8379ebab437:0x3b00bf8e936f5de7","Lincoln Park","Washington, DC 20003",38.8897837,-76.989711,FALSE,0
"592","Lincoln Rd & Seaton Pl NE/Harry Thomas Rec Center",38.9140162,-77.0078846,"0x89b7b81d3292f2b7:0xa972b6d8086278ff","Harry Thomas Recreation Center","1743 Lincoln Rd NE, Washington, DC 20002",38.915,-77.0078,TRUE,109.638168983625
"593","Links Dr & Wedge Dr",38.9021581,-77.0276167,"0x89b7b7938794bd9d:0x8f7e1782060b1f6","The Golf Doctor - DC","1108 K St NW Floor 3, Washington, DC 20005",38.9021581,-77.0276167,FALSE,0
"594","Livingston Rd & 3rd St SE",38.8238924,-77.0022129,"0x89b7ba0c49124b33:0x345f95628ec69649","3rd St SE & Livingston Rd SE","Washington, DC 20032",38.82373,-77.00223,TRUE,18.118714867753
"595","Long Bridge Aquatic Center",38.8704035,-77.0432657,"0x89b7b75f5437ff91:0xcd20eee1355e1b2c","Long Bridge Aquatics & Fitness Center","333 Long Bridge Drive, Arlington, VA 22202",38.870561,-77.044095,TRUE,73.8998724527309
"596","Long Bridge Aquatic ctr",38.8704035,-77.0432657,"0x89b7b75f5437ff91:0xcd20eee1355e1b2c","Long Bridge Aquatics & Fitness Center","333 Long Bridge Drive, Arlington, VA 22202",38.8704035,-77.0432657,FALSE,0
"597","Long Bridge Dr & 6th St S",38.8656331,-77.0497617,"0x89b7b72216f35d69:0x43191d9043a71462","6th St S & Long Bridge Drive","Arlington, VA 22202",38.8656331,-77.0497617,FALSE,0
"598","Long Bridge Park / Long Bridge Dr & 6th St S",38.8671948,-77.0464764,"0x89b7b7180eba9e19:0x26d166dc3b577498","Long Bridge Park","475 Long Bridge Drive, Arlington, VA 22202",38.865553,-77.05003,TRUE,357.748817285577
"599","Long Bridge Park/Long Bridge Dr & 6th St S",38.8671948,-77.0464764,"0x89b7b7180eba9e19:0x26d166dc3b577498","Long Bridge Park","475 Long Bridge Drive, Arlington, VA 22202",38.8671948,-77.0464764,FALSE,0
"600","Loughboro Rd & Dalecarlia Pkwy NW / Sibley Hospital",38.936685,-77.1089582,"0x89b7ca0733044b55:0xe38d9501f3252a8","Sibley Memorial Hospital","5255 Loughboro Rd NW, Washington, DC 20016",38.935839,-77.106913,TRUE,200.352119018632
"601","Lynn & 19th St North",38.8971119,-77.0708346,"0x89b7b65bab37e8c3:0x969443ed983d21e1","N Lynn St & 19th St N","Arlington, VA 22209",38.8971119,-77.0708346,FALSE,0
"602","Lynn St & 19th St North",38.8971119,-77.0708346,"0x89b7b65bab37e8c3:0x969443ed983d21e1","N Lynn St & 19th St N","Arlington, VA 22209",38.8971119,-77.0708346,FALSE,0
"603","Lyttonsville Rd & Lyttonsville Pl",38.9988291,-77.0523898,"0x89b7c8d9bc15067b:0x98f453eaea5b97a9","Lyttonsville Pl & Lyttonsville Rd","Silver Spring, MD 20910",38.999679,-77.051168,TRUE,141.69966272694
"604","M St & Delaware Ave NE",38.9056601,-77.0030494,"0x89b7b819185075b7:0xad779cc2e95df441","Delaware Ave NE & M St NE","Washington, DC 20002",38.905691,-77.003201,TRUE,13.5604285983908
"605","M St & New Jersey Ave SE",38.8764479,-77.0041447,"0x89b7b9d151a2ac81:0xa6ceb3432f9b5ddc","New Jersey Ave SE & M St SE","Washington, DC 20003",38.876219,-77.004169,TRUE,25.5392951873143
"606","M St & Pennsylvania Ave NW",38.9052282,-77.0579643,"0x89b7b64b1603c4dd:0x11a3a8f407edbb15","Pennsylvania Avenue NW & M St NW","Washington, DC 20007",38.905126,-77.056887,TRUE,93.909309978291
"607","Madison & Fairfax St",38.812336,-77.040779,"0x89b7b0f1a2d6e8db:0x4bfbbf2f983a7c4c","N Fairfax St & Madison St","Alexandria, VA 22314",38.812336,-77.040779,FALSE,0
"608","Madison & N Henry St",38.813545,-77.049858,"0x89b7b0fb6f09eb3f:0xaaa8bd70faea4dc7","Madison St + N Henry St","Alexandria, VA 22314",38.813545,-77.049858,FALSE,0
"609","Madison St & Fairfax St",38.8124606,-77.0408364,"0x89b7b0f1bce707d1:0x9524715830a24431","N Fairfax St & Madison St","Alexandria, VA 22314",38.812351,-77.040691,TRUE,17.5279839861964
"610","Madison St & N Henry St",38.8135791,-77.0496618,"0x89b7b0fb6e90a929:0xf36886fc488c47c7","Madison St & N Henry St","Alexandria, VA 22314",38.813485,-77.049468,TRUE,19.7845517752896
"611","Madrillon Rd & Boss St",38.9097914,-77.2264182,"0x89b64ae30142a6a5:0x44c1d8ed4bd0ffe1","Boss St & Madrillon Rd","Tysons, VA 22182",38.910016,-77.226266,TRUE,28.2337294969086
"612","Madron Ln & Bermudez Ct",38.904438,-77.2216279,"0x89b64b1e5ce15c5d:0x63b4da1bf5fce73b","Bermudez Ct & Madron Ln","Tysons, VA 22182",38.904415,-77.221807,TRUE,15.7073590648667
"613","Main Line Blvd & E Glebe",38.8324875,-77.0498266,"0x89b7b0dbc4e31bd3:0xdafe48d7717b4f2","E Glebe Rd & Main Line Blvd","Alexandria, VA 22305",38.832431,-77.049772,TRUE,7.86365968299686
"614","Maine Ave & 7th St SW",38.8786464,-77.0228377,"0x89b7b770b1b4d8f1:0x36463cc5866b0100","Maine Ave SW & 7th St SW","Washington, DC 20024",38.878694,-77.023054,TRUE,19.4572426148077
"615","Maine Ave & 9th St SW",38.8803127,-77.0249595,"0x89b7b776d92ae6ab:0x15eeabad6939d067","Maine Ave SW & 9th St SW","Washington, DC 20024",38.88044,-77.025236,TRUE,27.8065441251597
"616","Maine Ave & Water St SW",38.8766508,-77.0206082,"0x89b7b77a673760cb:0x63a40f56c90dd6e8","Maine Ave SW & Water St SW","Washington, DC 20024",38.876747,-77.020945,TRUE,31.0555266459034
"617","Mandeville Ln & Stovall St",38.8028175,-77.072872,"0x89b7b1a6a62eec1b:0x5fc43434037250f1","Mandeville Ln & Stovall St","Alexandria, VA 22314",38.802893,-77.072558,TRUE,28.4753410914317
"618","Maple & Ritchie Ave",38.9834622,-77.0065289,"0x89b7c621bbdcb88d:0x65354bd8f85c4a3b","Maple Ave & Ritchie Ave","Takoma Park, MD 20912",38.983627,-77.006311,TRUE,26.277892406878
"619","Marion Barry Ave & Naylor Rd SE",38.8606659,-76.9687675,"0x89b7b9a16eb5452d:0x4d4aab2faa132f62","Marion Barry Ave SE & Naylor Rd SE","Washington, DC 20020",38.861663,-76.969184,TRUE,116.589825953653
"620","Market Square / King St & Royal St",38.8944124,-77.0220987,"0x89b7b79aa8342d63:0x94c85130f4f497","Market Square","701 Pennsylvania Avenue NW, Washington, DC 20004",38.804718,-77.043363,TRUE,10142.133590986
"621","Market St & St Francis St",38.9054905,-77.0070866,"0x89b7b939ddc6366b:0xa5d1ee2f13835ddb","Streets Market","51 M St NE, Washington, DC 20002",38.95866,-77.361516,TRUE,31222.1356516438
"622","Maryland Ave & 17th St NE",38.901951,-76.9789793,"0x89b7b869adcb131b:0x44b17819d2f36c4","Maryland Ave NE & 17th St NE","Washington, DC 20002",38.901935,-76.978627,TRUE,30.5379107839994
"623","Maryland Ave & E St NE",38.8961256,-76.9931708,"0x89b7b83bfe30f521:0x2f7dfceb11ab6c33","Maryland Ave NE & E St NE","Washington, DC 20002",38.896226,-76.992786,TRUE,35.1226176489055
"624","Marymount University / Yorktown Blvd & 26th St N",38.9051975,-77.1277085,"0x89b7b5cdb3d2f01f:0x3c993ddb9c5a0592","Marymount University","2807 N Glebe Rd, Arlington, VA 22207",38.904252,-77.127776,TRUE,105.29692407176
"625","Massachusetts & Idaho Ave NW",38.9314751,-77.0770737,"0x89b7b62078bcc409:0x851fd70c08b976a2","Massachusetts Ave NW & Idaho Ave NW","Washington, DC 20016",38.931349,-77.077214,TRUE,18.5440916153739
"626","Massachusetts Ave & 6th St NE",38.8930579,-76.9984589,"0x89b7b83ac9f1cc45:0xac1a846027505f55","Massachusetts Ave NE & 6th St NE","Washington, DC 20002",38.892875,-76.998413,TRUE,20.7218774443101
"627","Massachusetts Ave & Dupont Circle NW",38.9093081,-77.0428102,"0x89b7b7c7b2008871:0x6fef299fef06cc2a","Massachusetts Ave NW & Dupont Cir NW","Washington, DC 20036",38.9101,-77.0444,TRUE,163.327032867099
"628","MBT & Bryant St NE",38.9224036,-76.9960231,"0x89b7c7f7d537067f:0x362a53004e1b1e2f","Capital Bikeshare: MBT & Bryant St NE","Washington, DC 20002",38.922404,-76.996023,TRUE,0.0453114620745491
"629","McKinley St & Connecticut Ave NW",38.9649171,-77.0755887,"0x89b7c9a3a6a30301:0x99d8c4e0a0e44342","Connecticut Ave NW & McKinley St NW","Washington, DC 20015",38.9649171,-77.0755887,FALSE,0
"630","McLean Metro",38.9244025,-77.2103607,"0x89b64ac73fada209:0x9e5eeb175bcf3b39","McLean","Arlington, VA 22102",38.924002,-77.208127,TRUE,198.296489994912
"631","Medical Center Dr & Key West Ave",39.1053184,-77.1966341,"0x89b632ab1227a21f:0x2b41e15095ee9759","Medical Center Dr & Key W Ave","Maryland 20850",39.1053184,-77.1966341,FALSE,0
"632","Medical Center Metro",38.9990844,-77.0978176,"0x89b7c95e8270d4cf:0xae9425bef6b9df2","Medical Center","Bethesda, MD 20894",38.9990844,-77.0978176,FALSE,0
"633","Meridian High School / Haycock Rd & Leesburg Pike",38.897787,-77.191986,"0x89b7b4d4aaf8eb43:0x8a574c6d6aa83434","Meridian High School","121 Mustang Alley, Falls Church, VA 22043",38.897787,-77.191986,FALSE,0
"634","Merrifield Cinema & Merrifield Town Center",38.8702122,-77.229911,"0x89b64b7dabedcb17:0xc440f7bfeaa992b1","Merrifield Town Ctr Dr & Merrifield Cinema Dr","Merrifield, VA 22031",38.870093,-77.22997,TRUE,14.2045689222615
"635","Merrilee Dr & Lauren Elizabeth Lane",38.8784947,-77.2309007,"0x89b64b7044470c3d:0xe1b622be96692b16","Merrilee Dr & Lauren Elizabeth Ln","Merrifield, VA 20598",38.878572,-77.230766,TRUE,14.4857275782057
"636","Metro Center / 12th & G St NW",38.8981496,-77.026736,"0x89b7b76a7349a0f3:0x4000cdea58aae8f3","Metro Center - station entrance","1078 G St NW, Washington, DC 20001",38.898326,-77.027959,TRUE,107.63925844395
"637","Metro Park Dr & Walker Ln",38.7694796,-77.1565446,"0x89b7ad7b9868991b:0xb9d0853074ee3190","Metro Park Dr & Walker Ln","Franconia, VA 22310",38.7694796,-77.1565446,FALSE,0
"638","Michigan Ave & Allison St NE",38.945262,-76.9788727,"0x89b7c7bc62f90a05:0x616ce2234269fa2e","Allison St NE & Michigan Ave NE","Washington, DC 20017",38.945068,-76.978783,TRUE,22.9242341480946
"639","Minnesota Ave & D St SE",38.8843842,-76.9569624,"0x89b7b8fbb5045bb5:0xe9960fbedf066215","Minnesota Ave SE & D St SE","Washington, DC 20019",38.8843842,-76.9569624,FALSE,0
"640","Minnesota Ave & R St SE",38.8694791,-76.9787198,"0x89b7b9b0871f53e9:0xaae0b9c56104d504","R St SE & Minnesota Ave SE","Washington, DC 20020",38.869337,-76.978519,TRUE,23.4919238339072
"641","Minnesota Ave Metro/DOES",38.8991296,-76.9467801,"0x89b7b8937aa20ed3:0x4d21ccaa8696e5bb","Minnesota Avenue","4000 Minnesota Ave NE, Washington, DC 20019",38.897063,-76.947446,TRUE,236.910817928433
"642","Mission Square Dr & Miranda Ct",38.869075,-77.2754462,"0x89b64c07d1680319:0x3459dfa035cc165b","Mission Square Dr & Miranda Ct","Oakton, VA 22031",38.869075,-77.2754462,FALSE,0
"643","Mississippi Ave & 19th St SE / THEARC",38.8434383,-76.9750173,"0x89b7b985e56aaaab:0x7232144bd1464a5a","THEARC: Town Hall Education Arts Recreation Campus","1901 Mississippi Ave SE, Washington, DC 20020",38.84377,-76.97557,TRUE,60.4285679383451
"644","MLK & Marion Barry Ave SE",38.867458,-76.9886197,"0x89b7b9c7750c6a45:0x3e818f4c31b25cb8","Martin Luther King Jr Ave SE & Marion Barry Ave SE","Washington, DC 20020",38.867373,-76.988039,TRUE,51.1556301011828
"645","Monroe Ave & Leslie Ave",38.8209827,-77.0528005,"0x89b7b0e163313d3f:0x2f7fa9658789c4a8","E Monroe Ave & Leslie Ave","Alexandria, VA 22301",38.820932,-77.053096,TRUE,26.2134320077625
"646","Monroe St & Monroe Pl",38.8823164,-77.1028247,"0x89b7b427f75715f7:0x444201ace6a6b52","N Monroe St & N Monroe St","Arlington, VA 22201",39.083673,-77.149162,TRUE,22745.2424763288
"647","Montello Ave & Holbrook Terr NE",38.9076254,-76.9867915,"0x89b7b86ccf06dbf9:0x8946883192f837a1","Holbrook Terrace NE & Montello Ave NE","Washington, DC 20002",38.907444,-76.986813,TRUE,20.2563673125778
"648","Montgomery & East Ln",38.9834755,-77.0950107,"0x89b7c97b15f3e5cd:0x48790be8f3d24871","Montgomery Ln & East Ln","Bethesda, MD 20814",38.9834755,-77.0950107,FALSE,0
"649","Montgomery Ave & Waverly St",38.983864,-77.0924256,"0x89b7c97ac8020567:0x56a97520d1eecaee","Waverly St & Montgomery Ave","Bethesda, MD 20814",38.983864,-77.0924256,FALSE,0
"650","Montgomery College / W Campus Dr & Mannakee St",38.9851498,-77.0226024,"0x89b7c89631ec102d:0xa9f1d1bc164a647e","Montgomery College Takoma Park/Silver Spring Campus","7600 Takoma Ave #4141, Takoma Park, MD 20912",39.095661,-77.159048,TRUE,17025.5219106846
"651","Montgomery College/W Campus Dr & Mannakee St",38.9851498,-77.0226024,"0x89b7c89631ec102d:0xa9f1d1bc164a647e","Montgomery College Takoma Park/Silver Spring Campus","7600 Takoma Ave #4141, Takoma Park, MD 20912",38.9851498,-77.0226024,FALSE,0
